participant,trial,session,hrtf,target_azimuth_deg,masker_azimuth_deg,correct,predicted_srm_db
sub-01,1,before,individual,30,30,0,-4.18314613681018
sub-01,2,before,optimised,30,30,0,-4.55908930311373
sub-01,3,before,optimised,150,30,1,0.338055441718311
sub-01,4,before,individual,30,150,0,-7.43020081921691
sub-01,5,before,optimised,30,30,1,-2.06256722717358
sub-01,6,before,individual,30,30,1,-2.20076787235878
sub-01,7,before,optimised,30,150,1,0.0781984698616337
sub-01,8,before,individual,150,30,1,-1.15131307496755
sub-01,9,before,individual,150,30,0,-1.7052837096441
sub-01,10,before,individual,150,30,1,-1.58124793143924
sub-01,11,before,individual,30,30,1,-4.47023347223523
sub-01,12,before,optimised,30,150,0,0.458129590219925
sub-01,13,before,individual,150,30,0,-5.5636998241484
sub-01,14,before,optimised,30,150,1,0.57304611517634
sub-01,15,before,optimised,30,150,1,0.563280101535338
sub-01,16,before,individual,30,150,0,-6.29342127725936
sub-01,17,before,optimised,150,30,0,-0.0794575727495582
sub-01,18,before,individual,150,30,1,-1.30665401044847
sub-01,19,before,individual,30,150,1,-7.08175695675139
sub-01,20,before,optimised,30,150,1,-3.44763004151015
sub-01,21,before,individual,30,150,1,-7.04138073148601
sub-01,22,before,optimised,30,30,1,-4.3304654512596
sub-01,23,before,individual,30,30,0,-6.91212869702631
sub-01,24,before,optimised,150,30,1,0.105568603235484
sub-01,25,before,optimised,150,30,1,-4.1669289034994
sub-01,26,before,individual,30,30,0,-3.8771214552949
sub-01,27,before,individual,30,30,1,-4.88150290254209
sub-01,28,before,optimised,30,30,0,-6.81483338055886
sub-01,29,before,optimised,150,30,1,0.356607954197823
sub-01,30,before,individual,150,30,1,-0.645792465159887
sub-01,31,before,individual,30,150,0,-10.8297940290327
sub-01,32,before,individual,150,30,1,-1.87385788502452
sub-01,33,before,individual,150,30,1,-1.87385788502452
sub-01,34,before,individual,30,30,1,-7.05941065006609
sub-01,35,before,optimised,30,30,1,-4.05640633689275
sub-01,36,before,optimised,150,30,1,0.475334267518655
sub-01,37,before,individual,30,150,1,-6.50660978827039
sub-01,38,before,individual,30,30,1,-6.55869133749824
sub-01,39,before,individual,150,30,0,-1.09661796918779
sub-01,40,before,optimised,30,30,1,-4.71169180431342
sub-01,41,before,optimised,30,150,1,1.07570708183169
sub-01,42,before,optimised,150,30,1,-0.58591898524301
sub-01,43,before,individual,150,30,1,1.1146432810364
sub-01,44,before,individual,30,150,0,-7.00127360984741
sub-01,45,before,individual,30,150,0,-11.2091662646236
sub-01,46,before,optimised,30,30,1,-7.11491660570273
sub-01,47,before,optimised,150,30,0,-2.28133687236579
sub-01,48,before,individual,150,30,1,-2.28757270399156
sub-01,49,before,optimised,30,30,1,-6.41907420216361
sub-01,50,before,optimised,30,30,0,-8.97794034209891
sub-01,51,before,individual,150,30,1,-3.87346891789548
sub-01,52,before,individual,150,30,0,-3.94001969143476
sub-01,53,before,individual,30,30,1,-8.9647689782061
sub-01,54,before,optimised,150,30,0,0.363245519158673
sub-01,55,before,optimised,150,30,1,2.56961382457124
sub-01,56,before,individual,30,150,0,-7.4836036351007
sub-01,57,before,individual,30,150,1,-11.2556488026132
sub-01,58,before,optimised,30,30,1,-5.13493208306891
sub-01,59,before,individual,30,30,1,-4.94338802954539
sub-01,60,before,optimised,150,30,0,-0.410751291981277
sub-01,61,before,individual,30,150,0,-9.59798412754984
sub-01,62,before,optimised,150,30,1,-2.35962064632421
sub-01,63,before,optimised,150,30,0,-2.50143332569208
sub-01,64,before,individual,30,30,1,-9.12701869672626
sub-01,65,before,individual,150,30,1,-5.83113751796163
sub-01,66,before,optimised,150,30,1,-4.16099787007056
sub-01,67,before,optimised,30,150,0,0.608906525650196
sub-01,68,before,individual,30,150,0,-9.06884832307802
sub-01,69,before,optimised,30,30,1,-9.10434731294655
sub-01,70,before,individual,30,150,0,-6.06987497116345
sub-01,71,before,individual,30,150,0,-4.35972875513646
sub-01,72,before,optimised,150,30,1,-1.72912563431105
sub-01,73,before,individual,30,150,0,-9.03862414347279
sub-01,74,before,optimised,30,30,0,-4.46006136679459
sub-01,75,before,optimised,30,150,0,-3.5878502470384
sub-01,76,before,individual,30,30,1,-4.56112811016143
sub-01,77,before,optimised,30,30,0,-7.35964022970308
sub-01,78,before,optimised,30,150,0,0.117995804294637
sub-01,79,before,individual,150,30,1,-3.26608942533181
sub-01,80,before,optimised,30,150,1,-3.68496767275192
sub-01,81,before,individual,30,30,0,-7.28163771962019
sub-01,82,before,individual,30,30,0,-4.82931882145446
sub-01,83,before,optimised,30,30,0,-4.84146837440312
sub-01,84,before,optimised,150,30,1,-2.07248630171787
sub-01,85,before,optimised,30,150,0,-1.91092075254893
sub-01,86,before,optimised,30,150,1,-1.58497550806924
sub-01,87,before,individual,30,30,0,-5.40575201047873
sub-01,88,before,optimised,150,30,1,-0.387334261771821
sub-01,89,before,individual,30,150,0,-8.8792790366752
sub-01,90,before,optimised,30,30,0,-5.21144063031223
sub-01,91,before,individual,150,30,1,-3.42175855548177
sub-01,92,before,individual,30,150,1,-8.70368373347877
sub-01,93,before,optimised,30,150,1,1.1297484156934
sub-01,94,before,optimised,150,30,0,-4.23659157227611
sub-01,95,before,optimised,30,150,1,2.98850822738931
sub-01,96,before,individual,150,30,1,-2.01743709549551
sub-01,97,before,optimised,30,150,1,-2.12731008408866
sub-01,98,before,individual,30,150,1,-11.2163118840408
sub-01,99,before,optimised,150,30,0,-0.604645700030224
sub-01,100,before,optimised,30,30,1,-5.15040352156466
sub-01,101,before,individual,150,30,0,-5.76082110394045
sub-01,102,before,individual,30,150,0,-6.6759438560934
sub-01,103,before,optimised,30,150,1,-1.58314367507494
sub-01,104,before,individual,150,30,0,-2.15957782007962
sub-01,105,before,optimised,30,150,1,-1.24394743476767
sub-01,106,before,individual,30,30,1,-5.30247529828385
sub-01,107,before,optimised,30,150,1,-3.74577429156531
sub-01,108,before,individual,150,30,1,-5.54313974477937
sub-01,109,before,optimised,30,30,0,-6.73921113065487
sub-01,110,before,optimised,30,30,0,-8.81567943770284
sub-01,111,before,individual,30,30,0,-6.68494595065753
sub-01,112,before,optimised,30,150,1,0.864081587871682
sub-01,113,before,optimised,30,150,0,0.083091464060339
sub-01,114,before,individual,30,150,0,-7.47681978645561
sub-01,115,before,individual,30,30,1,-8.70014632858615
sub-01,116,before,optimised,30,30,0,-5.43024583980313
sub-01,117,before,optimised,150,30,1,-4.41047476339127
sub-01,118,before,individual,30,30,0,-5.52729320359582
sub-01,119,before,optimised,30,30,0,-8.87208113765024
sub-01,1,after,individual,30,30,0,-4.18314613681018
sub-01,2,after,optimised,30,30,0,-4.55908930311373
sub-01,3,after,optimised,150,30,1,0.338055441718311
sub-01,4,after,individual,30,150,1,-7.43020081921691
sub-01,5,after,optimised,30,30,1,-2.06256722717358
sub-01,6,after,individual,30,30,1,-2.20076787235878
sub-01,7,after,optimised,30,150,1,0.0781984698616337
sub-01,8,after,individual,150,30,1,-1.15131307496755
sub-01,9,after,individual,150,30,0,-1.7052837096441
sub-01,10,after,individual,150,30,1,-1.58124793143924
sub-01,11,after,individual,30,30,1,-4.47023347223523
sub-01,12,after,optimised,30,150,0,0.458129590219925
sub-01,13,after,individual,150,30,1,-5.5636998241484
sub-01,14,after,optimised,30,150,1,0.57304611517634
sub-01,15,after,optimised,30,150,1,0.563280101535338
sub-01,16,after,individual,30,150,0,-6.29342127725936
sub-01,17,after,optimised,150,30,0,-0.0794575727495582
sub-01,18,after,individual,150,30,1,-1.30665401044847
sub-01,19,after,individual,30,150,1,-7.08175695675139
sub-01,20,after,optimised,30,150,1,-3.44763004151015
sub-01,21,after,individual,30,150,1,-7.04138073148601
sub-01,22,after,optimised,30,30,1,-4.3304654512596
sub-01,23,after,individual,30,30,0,-6.91212869702631
sub-01,24,after,optimised,150,30,1,0.105568603235484
sub-01,25,after,optimised,150,30,1,-4.1669289034994
sub-01,26,after,individual,30,30,1,-3.8771214552949
sub-01,27,after,individual,30,30,1,-4.88150290254209
sub-01,28,after,optimised,30,30,0,-6.81483338055886
sub-01,29,after,optimised,150,30,1,0.356607954197823
sub-01,30,after,individual,150,30,1,-0.645792465159887
sub-01,31,after,individual,30,150,0,-10.8297940290327
sub-01,32,after,individual,150,30,1,-1.87385788502452
sub-01,33,after,individual,30,30,0,-7.05941065006609
sub-01,34,after,individual,30,30,1,-6.55869133749824
sub-01,35,after,optimised,30,30,1,-4.05640633689275
sub-01,36,after,optimised,150,30,1,0.475334267518655
sub-01,37,after,individual,30,150,1,-6.50660978827039
sub-01,38,after,individual,30,30,1,-8.9647689782061
sub-01,39,after,individual,150,30,0,-3.64287282836384
sub-01,40,after,optimised,30,30,1,-4.71169180431342
sub-01,41,after,optimised,30,150,1,1.07570708183169
sub-01,42,after,optimised,150,30,1,-0.58591898524301
sub-01,43,after,individual,150,30,0,-1.09661796918779
sub-01,44,after,individual,30,150,0,-7.00127360984741
sub-01,45,after,individual,30,150,0,-11.2091662646236
sub-01,46,after,optimised,30,30,1,-7.11491660570273
sub-01,47,after,optimised,150,30,1,-2.28133687236579
sub-01,48,after,individual,150,30,1,1.1146432810364
sub-01,49,after,optimised,30,30,1,-6.41907420216361
sub-01,50,after,optimised,30,30,1,-8.97794034209891
sub-01,51,after,individual,150,30,1,-2.28757270399156
sub-01,52,after,individual,150,30,1,-3.87346891789548
sub-01,53,after,individual,30,30,1,-4.94338802954539
sub-01,54,after,optimised,150,30,1,0.363245519158673
sub-01,55,after,optimised,150,30,1,2.56961382457124
sub-01,56,after,individual,30,150,0,-7.4836036351007
sub-01,57,after,individual,30,150,1,-11.2556488026132
sub-01,58,after,optimised,30,30,1,-5.13493208306891
sub-01,59,after,individual,30,30,1,-9.12701869672626
sub-01,60,after,optimised,150,30,1,-0.410751291981277
sub-01,61,after,individual,30,150,0,-9.59798412754984
