participant,pair,band_fc_hz,better_ear_snr_gain_db
sub-12,T30 M150,30.0,4.289124399386419
sub-12,T30 M150,63.0,4.732012961604051
sub-12,T30 M150,99.0,4.75050698839204
sub-12,T30 M150,139.0,1.826052178188313
sub-12,T30 M150,183.0,2.332942602980573
sub-12,T30 M150,231.0,1.8999560452929656
sub-12,T30 M150,284.0,1.8762782695122535
sub-12,T30 M150,342.0,2.5175108092572347
sub-12,T30 M150,407.0,3.171611947862952
sub-12,T30 M150,478.0,3.7831821960772913
sub-12,T30 M150,556.0,3.94626501825492
sub-12,T30 M150,643.0,4.1459816047680835
sub-12,T30 M150,739.0,7.019139052906877
sub-12,T30 M150,845.0,11.998748656211056
sub-12,T30 M150,963.0,10.646544987938167
sub-12,T30 M150,1094.0,8.237722242785667
sub-12,T30 M150,1240.0,6.919037266304369
sub-12,T30 M150,1403.0,7.69857810171058
sub-12,T30 M150,1585.0,6.862759003419674
sub-12,T30 M150,1788.0,2.920501672517239
sub-12,T30 M150,2017.0,7.142573386196303
sub-12,T30 M150,2274.0,11.89072909654185
sub-12,T30 M150,2565.0,12.582739602275351
sub-12,T30 M150,2894.0,5.424417599857597
sub-12,T30 M150,3270.0,-0.6921033145388176
sub-12,T30 M150,3699.0,-2.3638045387877273
sub-12,T30 M150,4192.0,0.4618810006669278
sub-12,T30 M150,4763.0,4.279319180244862
sub-12,T30 M150,5428.0,4.648517555134312
sub-12,T30 M150,6210.0,-4.059487362572133
sub-12,T30 M150,7138.0,8.039550834906361
sub-12,T30 M150,8252.0,-4.584734235155224
sub-12,T30 M150,9607.0,6.0668568099311155
sub-12,T30 M150,11287.0,3.5534368505066634
sub-12,T30 M150,13411.0,-7.88041840109093
sub-12,T30 M150,16171.0,-9.998672197733503
sub-12,T30 M150,19885.0,6.977225567368464
sub-12,T150 M30,30.0,-1.903783726471086
sub-12,T150 M30,63.0,-2.1441850170243577
sub-12,T150 M30,99.0,-2.00275542562202
sub-12,T150 M30,139.0,-1.7821932502081503
sub-12,T150 M30,183.0,-1.853190286553436
sub-12,T150 M30,231.0,-0.4408886896779012
sub-12,T150 M30,284.0,0.3423627181449877
sub-12,T150 M30,342.0,1.3530245331850153
sub-12,T150 M30,407.0,1.829155373849758
sub-12,T150 M30,478.0,4.179925031701394
sub-12,T150 M30,556.0,5.253456864999282
sub-12,T150 M30,643.0,4.809587283844175
sub-12,T150 M30,739.0,3.2901306176775016
sub-12,T150 M30,845.0,2.5759386928658907
sub-12,T150 M30,963.0,4.14861190180642
sub-12,T150 M30,1094.0,9.990046910906244
sub-12,T150 M30,1240.0,14.09202684592855
sub-12,T150 M30,1403.0,16.117652230611487
sub-12,T150 M30,1585.0,12.291028090371247
sub-12,T150 M30,1788.0,2.1759378603027093
sub-12,T150 M30,2017.0,-2.6742710715861984
sub-12,T150 M30,2274.0,0.7390914166177449
sub-12,T150 M30,2565.0,6.869812127890963
sub-12,T150 M30,2894.0,5.693300651446302
sub-12,T150 M30,3270.0,0.8601262619887402
sub-12,T150 M30,3699.0,4.616644934111248
sub-12,T150 M30,4192.0,6.7928901549786795
sub-12,T150 M30,4763.0,6.105894983608359
sub-12,T150 M30,5428.0,5.675558410322388
sub-12,T150 M30,6210.0,3.6390049313664905
sub-12,T150 M30,7138.0,17.148085296859
sub-12,T150 M30,8252.0,1.6315185182362475
sub-12,T150 M30,9607.0,-6.828095444637553
sub-12,T150 M30,11287.0,-0.1964983399204758
sub-12,T150 M30,13411.0,-3.818106160089643
sub-12,T150 M30,16171.0,5.80047514600687
sub-12,T150 M30,19885.0,20.594632736796537
