participant,trial,session,hrtf,location_deg,correct
sub-04,1,before,individual,150,1
sub-04,2,before,individual,30,1
sub-04,3,before,individual,30,0
sub-04,4,before,optimised,150,1
sub-04,5,before,individual,150,1
sub-04,6,before,individual,30,1
sub-04,7,before,optimised,150,1
sub-04,8,before,optimised,30,1
sub-04,9,before,optimised,30,1
sub-04,10,before,individual,30,1
sub-04,11,before,individual,30,1
sub-04,12,before,individual,150,1
sub-04,13,before,individual,30,1
sub-04,14,before,optimised,150,1
sub-04,15,before,individual,30,0
sub-04,16,before,optimised,150,1
sub-04,17,before,optimised,150,1
sub-04,18,before,individual,30,1
sub-04,19,before,individual,150,1
sub-04,20,before,optimised,30,1
sub-04,21,before,individual,150,1
sub-04,22,before,optimised,150,1
sub-04,23,before,optimised,30,1
sub-04,24,before,individual,150,1
sub-04,25,before,optimised,30,0
sub-04,26,before,optimised,150,1
sub-04,27,before,individual,30,0
sub-04,28,before,individual,150,1
sub-04,29,before,optimised,30,1
sub-04,30,before,individual,30,1
sub-04,31,before,optimised,150,1
sub-04,32,before,optimised,30,1
sub-04,33,before,optimised,30,1
sub-04,34,before,individual,30,1
sub-04,35,before,optimised,150,1
sub-04,36,before,optimised,30,0
sub-04,37,before,individual,150,1
sub-04,38,before,individual,30,0
sub-04,39,before,optimised,150,1
sub-04,40,before,individual,30,1
sub-04,41,before,individual,30,1
sub-04,42,before,individual,150,1
sub-04,43,before,optimised,30,0
sub-04,44,before,optimised,30,0
sub-04,45,before,individual,30,1
sub-04,46,before,individual,30,1
sub-04,47,before,individual,150,1
sub-04,48,before,optimised,30,0
sub-04,49,before,optimised,30,1
sub-04,50,before,optimised,30,1
sub-04,51,before,optimised,150,1
sub-04,52,before,optimised,150,1
sub-04,53,before,optimised,150,1
sub-04,54,before,individual,150,0
sub-04,55,before,optimised,150,1
sub-04,56,before,individual,150,1
sub-04,57,before,individual,30,1
sub-04,58,before,individual,30,1
sub-04,59,before,individual,150,1
sub-04,60,before,optimised,30,1
sub-04,61,before,optimised,150,1
sub-04,62,before,optimised,30,0
sub-04,63,before,individual,150,1
sub-04,64,before,individual,150,1
sub-04,65,before,individual,30,1
sub-04,66,before,optimised,30,1
sub-04,67,before,optimised,150,1
sub-04,68,before,optimised,30,1
sub-04,69,before,optimised,150,1
sub-04,70,before,individual,150,1
sub-04,71,before,individual,30,1
sub-04,72,before,optimised,150,1
sub-04,73,before,optimised,150,1
sub-04,74,before,individual,150,1
sub-04,75,before,individual,150,1
sub-04,76,before,optimised,30,1
sub-04,77,before,individual,150,0
sub-04,78,before,individual,150,1
sub-04,79,before,optimised,30,1
sub-04,80,before,optimised,150,1
sub-04,1,after,individual,150,1
sub-04,2,after,individual,30,0
sub-04,3,after,individual,30,0
sub-04,4,after,optimised,150,1
sub-04,5,after,individual,150,1
sub-04,6,after,individual,30,1
sub-04,7,after,optimised,150,1
sub-04,8,after,optimised,30,1
sub-04,9,after,optimised,30,1
sub-04,10,after,individual,30,1
sub-04,11,after,individual,30,1
sub-04,12,after,individual,150,1
sub-04,13,after,individual,30,1
sub-04,14,after,optimised,150,1
sub-04,15,after,individual,30,1
sub-04,16,after,optimised,150,1
sub-04,17,after,optimised,150,1
sub-04,18,after,individual,30,1
sub-04,19,after,individual,150,1
sub-04,20,after,optimised,30,1
sub-04,21,after,individual,150,1
sub-04,22,after,optimised,150,1
sub-04,23,after,optimised,30,1
sub-04,24,after,individual,150,1
sub-04,25,after,optimised,30,0
sub-04,26,after,optimised,150,1
sub-04,27,after,individual,30,1
sub-04,28,after,individual,150,1
sub-04,29,after,optimised,30,1
sub-04,30,after,individual,30,1
sub-04,31,after,optimised,150,1
sub-04,32,after,optimised,30,1
sub-04,33,after,optimised,30,1
sub-04,34,after,individual,30,1
sub-04,35,after,optimised,150,1
sub-04,36,after,optimised,30,1
sub-04,37,after,individual,150,1
sub-04,38,after,individual,30,1
sub-04,39,after,optimised,150,1
sub-04,40,after,individual,30,1
sub-04,41,after,individual,30,1
sub-04,42,after,individual,150,0
sub-04,43,after,optimised,30,1
sub-04,44,after,optimised,30,1
sub-04,45,after,individual,30,1
sub-04,46,after,individual,30,1
sub-04,47,after,individual,150,1
sub-04,48,after,optimised,30,0
sub-04,49,after,optimised,30,0
sub-04,50,after,optimised,30,0
sub-04,51,after,optimised,150,1
sub-04,52,after,optimised,150,1
sub-04,53,after,optimised,150,1
sub-04,54,after,individual,150,1
sub-04,55,after,optimised,150,1
sub-04,56,after,individual,150,0
sub-04,57,after,individual,30,1
sub-04,58,after,individual,30,1
sub-04,59,after,individual,150,0
sub-04,60,after,optimised,30,1
sub-04,61,after,optimised,150,1
sub-04,62,after,optimised,30,0
sub-04,63,after,individual,150,1
sub-04,64,after,individual,150,1
sub-04,65,after,individual,30,1
sub-04,66,after,optimised,30,1
sub-04,67,after,optimised,150,1
sub-04,68,after,optimised,30,0
sub-04,69,after,optimised,150,1
sub-04,70,after,individual,150,1
sub-04,71,after,individual,30,1
sub-04,72,after,optimised,150,1
sub-04,73,after,optimised,150,1
sub-04,74,after,individual,150,1
sub-04,75,after,individual,150,1
sub-04,76,after,optimised,30,1
sub-04,77,after,individual,150,1
sub-04,78,after,individual,150,0
sub-04,79,after,optimised,30,1
sub-04,80,after,optimised,150,1
