participant,trial,session,hrtf,target_azimuth_deg,masker_azimuth_deg,correct,predicted_srm_db
sub-18,1,before,individual,30,30,0,-4.38809587620835
sub-18,2,before,optimised,30,30,0,-4.55908930311373
sub-18,3,before,optimised,150,30,1,0.338055441718311
sub-18,4,before,individual,30,150,0,-5.77752189539918
sub-18,5,before,optimised,30,30,1,-2.06256722717358
sub-18,6,before,individual,30,30,1,-2.2079847779825
sub-18,7,before,optimised,30,150,1,0.0781984698616337
sub-18,8,before,individual,150,30,0,-2.36295104383426
sub-18,9,before,individual,150,30,0,-2.19438733738473
sub-18,10,before,individual,150,30,0,-2.50301955755228
sub-18,11,before,individual,30,30,0,-4.44411409577656
sub-18,12,before,optimised,30,150,0,0.458129590219925
sub-18,13,before,individual,150,30,0,-6.5496592159907
sub-18,14,before,optimised,30,150,1,0.57304611517634
sub-18,15,before,optimised,30,150,1,0.563280101535338
sub-18,16,before,individual,30,150,0,-4.84915598818309
sub-18,17,before,optimised,150,30,0,-0.0794575727495582
sub-18,18,before,individual,150,30,1,-2.2328712757345
sub-18,19,before,individual,30,150,0,-5.48645454259779
sub-18,20,before,optimised,30,150,0,-3.44763004151015
sub-18,21,before,individual,30,150,1,-5.41244470004881
sub-18,22,before,optimised,30,30,1,-4.3304654512596
sub-18,23,before,individual,30,30,0,-6.89582794061803
sub-18,24,before,optimised,150,30,1,0.105568603235484
sub-18,25,before,optimised,150,30,0,-4.1669289034994
sub-18,26,before,individual,30,30,0,-3.8535118571714
sub-18,27,before,individual,30,30,0,-5.03707710784818
sub-18,28,before,optimised,30,30,0,-6.81483338055886
sub-18,29,before,optimised,150,30,1,0.356607954197823
sub-18,30,before,individual,150,30,0,-1.48718141057524
sub-18,31,before,individual,30,150,0,-9.23519111484945
sub-18,32,before,individual,150,30,0,-2.80571812662201
sub-18,33,before,individual,30,30,0,-7.09084657039123
sub-18,34,before,individual,30,30,0,-6.57507317146512
sub-18,35,before,optimised,30,30,0,-4.05640633689275
sub-18,36,before,optimised,150,30,0,0.475334267518655
sub-18,37,before,individual,30,150,1,-4.88899747869111
sub-18,38,before,individual,30,30,1,-9.00052071129069
sub-18,39,before,individual,150,30,0,-4.5356701347481
sub-18,40,before,optimised,30,30,0,-4.71169180431342
sub-18,41,before,optimised,30,150,1,1.07570708183169
sub-18,42,before,optimised,150,30,0,-0.58591898524301
sub-18,43,before,individual,150,30,0,-1.95312549765227
sub-18,44,before,individual,30,150,0,-5.33656903065788
sub-18,45,before,individual,30,150,0,-9.35194596621115
sub-18,46,before,optimised,30,30,0,-7.11491660570273
sub-18,47,before,optimised,150,30,0,-2.28133687236579
sub-18,48,before,individual,150,30,0,0.376303853015208
sub-18,49,before,optimised,30,30,0,-6.41907420216361
sub-18,50,before,optimised,30,30,1,-8.97794034209891
sub-18,51,before,individual,150,30,0,-3.20120033945014
sub-18,52,before,individual,150,30,0,-4.845064538792
sub-18,53,before,individual,30,30,0,-4.98319726842579
sub-18,54,before,optimised,150,30,0,0.363245519158673
sub-18,55,before,optimised,150,30,0,2.56961382457124
sub-18,56,before,individual,30,150,0,-5.95099907491331
sub-18,57,before,individual,30,150,1,-9.51861287638795
sub-18,58,before,optimised,30,30,0,-5.13493208306891
sub-18,59,before,individual,30,30,0,-9.03023335218049
sub-18,60,before,optimised,150,30,1,-0.410751291981277
sub-18,61,before,individual,30,150,0,-7.82480071572959
sub-18,62,before,optimised,150,30,0,-2.35962064632421
sub-18,63,before,optimised,150,30,0,-2.50143332569208
sub-18,64,before,individual,30,30,1,-4.86159642652956
sub-18,65,before,individual,150,30,0,-4.76754432990843
sub-18,66,before,optimised,150,30,1,-4.16099787007056
sub-18,67,before,optimised,30,150,0,0.608906525650196
sub-18,68,before,individual,30,150,0,-7.40938503356234
sub-18,69,before,optimised,30,30,1,-9.10434731294655
sub-18,70,before,individual,30,150,0,-4.41397249343866
sub-18,71,before,individual,30,150,0,-2.62369789985559
sub-18,72,before,optimised,150,30,1,-1.72912563431105
sub-18,73,before,individual,30,150,0,-7.6422071953713
sub-18,74,before,optimised,30,30,1,-4.46006136679459
sub-18,75,before,optimised,30,150,0,-3.5878502470384
sub-18,76,before,individual,30,30,0,-7.28259130184961
sub-18,77,before,optimised,30,30,0,-7.35964022970308
sub-18,78,before,optimised,30,150,0,0.117995804294637
sub-18,79,before,individual,150,30,1,-6.72128126757743
sub-18,80,before,optimised,30,150,0,-3.68496767275192
sub-18,81,before,individual,30,30,0,-4.65559105092244
sub-18,82,before,individual,30,30,0,-5.34115543672526
sub-18,83,before,optimised,30,30,0,-4.84146837440312
sub-18,84,before,optimised,150,30,1,-2.07248630171787
sub-18,85,before,optimised,30,150,0,-1.91092075254893
sub-18,86,before,optimised,30,150,0,-1.58497550806924
sub-18,87,before,individual,30,30,1,-5.17903910342416
sub-18,88,before,optimised,150,30,1,-0.387334261771821
sub-18,89,before,individual,30,150,0,-7.54550350633163
sub-18,90,before,optimised,30,30,0,-5.21144063031223
sub-18,91,before,individual,150,30,1,-4.11452708632985
sub-18,92,before,individual,30,150,1,-7.09345353893587
sub-18,93,before,optimised,30,150,0,1.1297484156934
sub-18,94,before,optimised,150,30,0,-4.23659157227611
sub-18,95,before,optimised,30,150,0,2.98850822738931
sub-18,96,before,individual,150,30,0,-4.44275865470055
sub-18,97,before,optimised,30,150,0,-2.12731008408866
sub-18,98,before,individual,30,150,1,-9.46013366744518
sub-18,99,before,optimised,150,30,1,-0.604645700030224
sub-18,100,before,optimised,30,30,1,-5.15040352156466
sub-18,101,before,individual,150,30,1,-2.80350938684004
sub-18,102,before,individual,30,150,1,-5.22983538636016
sub-18,103,before,optimised,30,150,1,-1.58314367507494
sub-18,104,before,individual,150,30,0,-6.52911151286081
sub-18,105,before,optimised,30,150,1,-1.24394743476767
sub-18,106,before,individual,30,30,0,-7.02723553476556
sub-18,107,before,optimised,30,150,1,-3.74577429156531
sub-18,108,before,individual,150,30,1,-3.04887766579064
sub-18,109,before,optimised,30,30,0,-6.73921113065487
sub-18,110,before,optimised,30,30,0,-8.81567943770284
sub-18,111,before,individual,30,30,0,-8.86557401953801
sub-18,112,before,optimised,30,150,1,0.864081587871682
sub-18,113,before,optimised,30,150,0,0.083091464060339
sub-18,114,before,individual,150,30,1,-6.59828764849422
sub-18,115,before,individual,30,150,0,-5.87134919040835
sub-18,116,before,individual,30,30,0,-5.60807707164187
sub-18,117,before,optimised,30,30,0,-5.43024583980313
sub-18,118,before,optimised,150,30,1,-4.41047476339127
sub-18,119,before,individual,30,30,0,-8.76284014295355
sub-18,120,before,optimised,30,30,0,-8.87208113765024
sub-18,1,after,individual,30,30,0,-4.38809587620835
sub-18,2,after,optimised,30,30,0,-4.55908930311373
sub-18,3,after,optimised,150,30,1,0.338055441718311
sub-18,4,after,individual,30,150,1,-5.77752189539918
sub-18,5,after,optimised,30,30,0,-2.06256722717358
sub-18,6,after,individual,30,30,0,-2.2079847779825
sub-18,7,after,optimised,30,150,1,0.0781984698616337
sub-18,8,after,individual,150,30,0,-2.36295104383426
sub-18,9,after,individual,150,30,0,-2.19438733738473
sub-18,10,after,individual,150,30,0,-2.50301955755228
sub-18,11,after,individual,30,30,0,-4.44411409577656
sub-18,12,after,optimised,30,150,0,0.458129590219925
sub-18,13,after,individual,150,30,0,-6.5496592159907
sub-18,14,after,optimised,30,150,1,0.57304611517634
sub-18,15,after,optimised,30,150,1,0.563280101535338
sub-18,16,after,individual,30,150,0,-4.84915598818309
sub-18,17,after,optimised,150,30,0,-0.0794575727495582
sub-18,18,after,individual,150,30,1,-2.2328712757345
sub-18,19,after,individual,30,150,0,-5.48645454259779
sub-18,20,after,optimised,30,150,0,-3.44763004151015
sub-18,21,after,individual,30,150,0,-5.41244470004881
sub-18,22,after,optimised,30,30,1,-4.3304654512596
sub-18,23,after,individual,30,30,0,-6.89582794061803
sub-18,24,after,optimised,150,30,1,0.105568603235484
sub-18,25,after,optimised,150,30,0,-4.1669289034994
sub-18,26,after,individual,30,30,0,-3.8535118571714
sub-18,27,after,individual,30,30,0,-5.03707710784818
sub-18,28,after,optimised,30,30,0,-6.81483338055886
sub-18,29,after,optimised,150,30,1,0.356607954197823
sub-18,30,after,individual,150,30,0,-1.48718141057524
sub-18,31,after,individual,30,150,0,-9.23519111484945
sub-18,32,after,individual,150,30,1,-2.80571812662201
sub-18,33,after,individual,30,30,0,-7.09084657039123
sub-18,34,after,individual,30,30,0,-6.57507317146512
sub-18,35,after,optimised,30,30,0,-4.05640633689275
sub-18,36,after,optimised,150,30,0,0.475334267518655
sub-18,37,after,individual,30,150,1,-4.88899747869111
sub-18,38,after,individual,30,30,1,-9.00052071129069
sub-18,39,after,individual,150,30,0,-4.5356701347481
sub-18,40,after,optimised,30,30,0,-4.71169180431342
sub-18,41,after,optimised,30,150,1,1.07570708183169
sub-18,42,after,optimised,150,30,1,-0.58591898524301
sub-18,43,after,individual,150,30,0,-1.95312549765227
sub-18,44,after,individual,30,150,0,-5.33656903065788
sub-18,45,after,individual,30,150,0,-9.35194596621115
sub-18,46,after,optimised,30,30,0,-7.11491660570273
sub-18,47,after,optimised,150,30,0,-2.28133687236579
sub-18,48,after,individual,150,30,0,0.376303853015208
sub-18,49,after,optimised,30,30,1,-6.41907420216361
sub-18,50,after,optimised,30,30,1,-8.97794034209891
sub-18,51,after,individual,150,30,0,-3.20120033945014
sub-18,52,after,individual,150,30,0,-4.845064538792
sub-18,53,after,individual,30,30,1,-4.98319726842579
sub-18,54,after,optimised,150,30,0,0.363245519158673
sub-18,55,after,optimised,150,30,0,2.56961382457124
sub-18,56,after,individual,30,150,0,-5.95099907491331
sub-18,57,after,individual,30,150,1,-9.51861287638795
sub-18,58,after,optimised,30,30,1,-5.13493208306891
sub-18,59,after,individual,30,30,1,-9.03023335218049
sub-18,60,after,optimised,150,30,0,-0.410751291981277
sub-18,61,after,individual,30,150,1,-7.82480071572959
sub-18,62,after,optimised,150,30,0,-2.35962064632421
sub-18,63,after,optimised,150,30,1,-2.50143332569208
sub-18,64,after,individual,30,30,1,-4.86159642652956
sub-18,65,after,individual,150,30,1,-4.76754432990843
sub-18,66,after,optimised,150,30,1,-4.16099787007056
sub-18,67,after,optimised,30,150,0,0.608906525650196
sub-18,68,after,individual,30,150,0,-7.40938503356234
sub-18,69,after,optimised,30,30,1,-9.10434731294655
sub-18,70,after,individual,30,150,0,-4.41397249343866
sub-18,71,after,individual,30,150,0,-2.62369789985559
sub-18,72,after,optimised,150,30,1,-1.72912563431105
sub-18,73,after,individual,30,150,0,-7.6422071953713
sub-18,74,after,optimised,30,30,0,-4.46006136679459
sub-18,75,after,optimised,30,150,0,-3.5878502470384
sub-18,76,after,individual,30,30,1,-7.28259130184961
sub-18,77,after,optimised,30,30,0,-7.35964022970308
sub-18,78,after,optimised,30,150,0,0.117995804294637
sub-18,79,after,individual,150,30,1,-6.72128126757743
sub-18,80,after,optimised,30,150,1,-3.68496767275192
sub-18,81,after,individual,30,30,0,-4.65559105092244
sub-18,82,after,individual,30,30,0,-5.34115543672526
sub-18,83,after,optimised,30,30,0,-4.84146837440312
sub-18,84,after,optimised,30,30,0,-4.84146837440312
sub-18,85,after,optimised,30,150,0,-1.91092075254893
sub-18,86,after,optimised,30,150,0,-1.58497550806924
sub-18,87,after,individual,30,30,1,-5.17903910342416
sub-18,88,after,optimised,150,30,0,-2.07248630171787
sub-18,89,after,individual,30,150,0,-7.54550350633163
sub-18,90,after,optimised,30,30,1,-5.15040352156466
sub-18,91,after,individual,150,30,1,-4.11452708632985
sub-18,92,after,individual,30,150,1,-7.09345353893587
