participant,trial,session,hrtf,target_azimuth_deg,masker_azimuth_deg,correct,predicted_srm_db
sub-17,1,before,individual,30,30,0,-4.43395321862236
sub-17,2,before,optimised,30,30,0,-4.55908930311373
sub-17,3,before,optimised,150,30,0,0.338055441718311
sub-17,4,before,individual,30,150,0,-7.87788358276459
sub-17,5,before,optimised,30,30,0,-2.06256722717358
sub-17,6,before,individual,30,30,1,-2.14902561819184
sub-17,7,before,optimised,30,150,1,0.0781984698616337
sub-17,8,before,individual,150,30,0,-0.127497044373608
sub-17,9,before,individual,150,30,1,-0.443507571742598
sub-17,10,before,individual,150,30,0,-0.326726988853412
sub-17,11,before,individual,30,30,0,-4.39555494201833
sub-17,12,before,optimised,30,150,0,0.458129590219925
sub-17,13,before,individual,150,30,0,-4.61798794435293
sub-17,14,before,optimised,30,150,1,0.57304611517634
sub-17,15,before,optimised,30,150,1,0.563280101535338
sub-17,16,before,individual,30,150,0,-7.10839484068009
sub-17,17,before,optimised,150,30,0,-0.0794575727495582
sub-17,18,before,individual,150,30,1,0.033406952554881
sub-17,19,before,individual,30,150,0,-7.64399903796114
sub-17,20,before,optimised,30,150,0,-3.44763004151015
sub-17,21,before,individual,30,150,0,-7.65435939812671
sub-17,22,before,optimised,30,30,1,-4.3304654512596
sub-17,23,before,individual,30,30,0,-6.80039827596182
sub-17,24,before,optimised,150,30,0,0.105568603235484
sub-17,25,before,optimised,150,30,0,-4.1669289034994
sub-17,26,before,individual,30,30,0,-3.97987362362694
sub-17,27,before,individual,30,30,0,-4.86782673906076
sub-17,28,before,optimised,30,30,0,-6.81483338055886
sub-17,29,before,optimised,150,30,0,0.356607954197823
sub-17,30,before,individual,150,30,1,0.2382085323836
sub-17,31,before,individual,30,150,0,-11.4649822377644
sub-17,32,before,individual,150,30,0,-1.06677564682613
sub-17,33,before,individual,30,30,0,-7.19815920875255
sub-17,34,before,individual,30,30,0,-6.66197253998341
sub-17,35,before,optimised,30,30,0,-4.05640633689275
sub-17,36,before,optimised,150,30,0,0.475334267518655
sub-17,37,before,individual,30,150,0,-7.14009339068393
sub-17,38,before,individual,30,30,0,-9.13524815521804
sub-17,39,before,individual,150,30,1,-2.57186192000319
sub-17,40,before,optimised,30,30,0,-4.71169180431342
sub-17,41,before,optimised,30,150,1,1.07570708183169
sub-17,42,before,optimised,150,30,0,-0.58591898524301
sub-17,43,before,individual,150,30,0,0.102148245331042
sub-17,44,before,individual,30,150,0,-7.36910556411268
sub-17,45,before,individual,30,150,0,-11.4312549971703
sub-17,46,before,optimised,30,30,0,-7.11491660570273
sub-17,47,before,optimised,150,30,0,-2.28133687236579
sub-17,48,before,individual,150,30,1,2.27953693099688
sub-17,49,before,optimised,30,30,0,-6.41907420216361
sub-17,50,before,optimised,30,30,0,-8.97794034209891
sub-17,51,before,individual,150,30,0,-1.06808290090057
sub-17,52,before,individual,150,30,1,-2.79672580733204
sub-17,53,before,individual,30,30,0,-5.2313552217569
sub-17,54,before,optimised,150,30,0,0.363245519158673
sub-17,55,before,optimised,150,30,1,2.56961382457124
sub-17,56,before,individual,30,150,0,-8.15561581149428
sub-17,57,before,individual,30,150,0,-11.7332979413087
sub-17,58,before,optimised,30,30,0,-5.13493208306891
sub-17,59,before,individual,30,30,0,-9.07903249095281
sub-17,60,before,optimised,150,30,0,-0.410751291981277
sub-17,61,before,individual,30,150,0,-9.87449335970266
sub-17,62,before,optimised,150,30,1,-2.35962064632421
sub-17,63,before,optimised,150,30,0,-2.50143332569208
sub-17,64,before,individual,30,30,0,-4.72629173893443
sub-17,65,before,individual,150,30,0,-2.91792432045332
sub-17,66,before,optimised,150,30,0,-4.16099787007056
sub-17,67,before,optimised,30,150,0,0.608906525650196
sub-17,68,before,individual,30,150,0,-9.37179971005222
sub-17,69,before,optimised,30,30,0,-9.10434731294655
sub-17,70,before,individual,30,150,0,-6.49336389760278
sub-17,71,before,individual,30,150,1,-4.76777274047329
sub-17,72,before,optimised,150,30,0,-1.72912563431105
sub-17,73,before,individual,30,150,0,-9.90400965824477
sub-17,74,before,optimised,30,30,1,-4.46006136679459
sub-17,75,before,optimised,30,150,0,-3.5878502470384
sub-17,76,before,individual,30,30,0,-7.25846505736092
sub-17,77,before,optimised,30,30,0,-7.35964022970308
sub-17,78,before,optimised,30,150,0,0.117995804294637
sub-17,79,before,individual,150,30,0,-4.73151906317194
sub-17,80,before,optimised,30,150,0,-3.68496767275192
sub-17,81,before,individual,30,30,0,-4.64585644863876
sub-17,82,before,individual,30,30,0,-5.38488394891603
sub-17,83,before,optimised,30,30,0,-4.84146837440312
sub-17,84,before,optimised,150,30,1,-2.07248630171787
sub-17,85,before,optimised,30,150,0,-1.91092075254893
sub-17,86,before,optimised,30,150,0,-1.58497550806924
sub-17,87,before,individual,30,30,0,-5.40884486253283
sub-17,88,before,optimised,150,30,1,-0.387334261771821
sub-17,89,before,individual,30,150,0,-9.75776041016314
sub-17,90,before,optimised,30,30,0,-5.21144063031223
sub-17,91,before,individual,150,30,0,-2.18765303437995
sub-17,92,before,individual,30,150,0,-9.22500715203019
sub-17,93,before,optimised,30,150,0,1.1297484156934
sub-17,94,before,optimised,150,30,0,-4.23659157227611
sub-17,95,before,optimised,30,150,1,2.98850822738931
sub-17,96,before,individual,150,30,1,-2.35752809384851
sub-17,97,before,optimised,30,150,0,-2.12731008408866
sub-17,98,before,individual,30,150,0,-11.7026125639785
sub-17,99,before,optimised,150,30,0,-0.604645700030224
sub-17,100,before,optimised,30,30,1,-5.15040352156466
sub-17,101,before,individual,150,30,1,-1.17884198948174
sub-17,102,before,individual,30,150,1,-7.67942056238599
sub-17,103,before,optimised,30,150,1,-1.58314367507494
sub-17,104,before,individual,150,30,0,-4.53206205048561
sub-17,105,before,optimised,30,150,1,-1.24394743476767
sub-17,106,before,individual,30,30,1,-6.89181553284977
sub-17,107,before,optimised,30,150,1,-3.74577429156531
sub-17,108,before,individual,150,30,1,-1.51271938528539
sub-17,109,before,optimised,30,30,0,-6.73921113065487
sub-17,110,before,optimised,30,30,0,-8.81567943770284
sub-17,111,before,individual,30,30,0,-8.82652275375331
sub-17,112,before,optimised,30,150,0,0.864081587871682
sub-17,113,before,optimised,30,150,0,0.083091464060339
sub-17,114,before,individual,150,30,1,-4.84842993101367
sub-17,115,before,individual,30,150,0,-8.02981403603474
sub-17,116,before,individual,30,30,0,-5.58306778702076
