participant,trial,session,hrtf,location_deg,correct
sub-11,1,before,individual,150,1
sub-11,2,before,individual,30,1
sub-11,3,before,individual,30,1
sub-11,4,before,optimised,150,1
sub-11,5,before,individual,150,1
sub-11,6,before,individual,30,1
sub-11,7,before,optimised,150,1
sub-11,8,before,optimised,30,1
sub-11,9,before,optimised,30,1
sub-11,10,before,individual,30,1
sub-11,11,before,individual,30,1
sub-11,12,before,individual,150,1
sub-11,13,before,individual,30,1
sub-11,14,before,optimised,150,1
sub-11,15,before,individual,30,1
sub-11,16,before,optimised,150,1
sub-11,17,before,optimised,150,1
sub-11,18,before,individual,30,1
sub-11,19,before,individual,150,1
sub-11,20,before,optimised,30,1
sub-11,21,before,individual,150,1
sub-11,22,before,optimised,150,1
sub-11,23,before,optimised,30,1
sub-11,24,before,individual,150,1
sub-11,25,before,optimised,30,1
sub-11,26,before,optimised,150,1
sub-11,27,before,individual,30,1
sub-11,28,before,individual,150,1
sub-11,29,before,optimised,30,1
sub-11,30,before,individual,30,0
sub-11,31,before,optimised,150,1
sub-11,32,before,optimised,30,1
sub-11,33,before,optimised,30,1
sub-11,34,before,individual,30,1
sub-11,35,before,optimised,150,1
sub-11,36,before,optimised,30,1
sub-11,37,before,individual,150,1
sub-11,38,before,individual,30,1
sub-11,39,before,optimised,150,1
sub-11,40,before,individual,30,1
sub-11,41,before,individual,30,1
sub-11,42,before,individual,150,1
sub-11,43,before,optimised,30,0
sub-11,44,before,optimised,30,1
sub-11,45,before,individual,30,0
sub-11,46,before,individual,30,0
sub-11,47,before,individual,150,1
sub-11,48,before,optimised,30,1
sub-11,49,before,optimised,30,1
sub-11,50,before,optimised,30,1
sub-11,51,before,optimised,150,1
sub-11,52,before,optimised,150,1
sub-11,53,before,optimised,150,1
sub-11,54,before,individual,150,1
sub-11,55,before,optimised,150,1
sub-11,56,before,individual,150,1
sub-11,57,before,individual,30,1
sub-11,58,before,individual,30,1
sub-11,59,before,individual,150,1
sub-11,60,before,optimised,30,1
sub-11,61,before,optimised,150,1
sub-11,62,before,optimised,30,0
sub-11,63,before,individual,150,1
sub-11,64,before,individual,150,1
sub-11,65,before,individual,30,1
sub-11,66,before,optimised,30,1
sub-11,67,before,optimised,150,1
sub-11,68,before,optimised,30,1
sub-11,69,before,optimised,150,1
sub-11,70,before,individual,150,1
sub-11,71,before,individual,30,1
sub-11,72,before,optimised,150,1
sub-11,73,before,optimised,150,1
sub-11,74,before,individual,150,1
sub-11,75,before,individual,150,1
sub-11,76,before,optimised,30,1
sub-11,77,before,individual,150,1
sub-11,78,before,individual,150,1
sub-11,79,before,optimised,30,1
sub-11,80,before,optimised,150,1
sub-11,1,after,individual,150,1
sub-11,2,after,individual,30,0
sub-11,3,after,individual,30,1
sub-11,4,after,optimised,150,1
sub-11,5,after,individual,150,1
sub-11,6,after,individual,30,1
sub-11,7,after,optimised,150,1
sub-11,8,after,optimised,30,1
sub-11,9,after,optimised,30,1
sub-11,10,after,individual,30,1
sub-11,11,after,individual,30,1
sub-11,12,after,individual,150,1
sub-11,13,after,individual,30,1
sub-11,14,after,optimised,150,1
sub-11,15,after,individual,30,0
sub-11,16,after,optimised,150,1
sub-11,17,after,optimised,150,1
sub-11,18,after,individual,30,1
sub-11,19,after,individual,150,1
sub-11,20,after,optimised,30,1
sub-11,21,after,individual,150,1
sub-11,22,after,optimised,150,1
sub-11,23,after,optimised,30,1
sub-11,24,after,individual,150,0
sub-11,25,after,optimised,30,1
sub-11,26,after,optimised,150,1
sub-11,27,after,individual,30,1
sub-11,28,after,individual,150,1
sub-11,29,after,optimised,30,1
sub-11,30,after,individual,30,0
sub-11,31,after,optimised,150,1
sub-11,32,after,optimised,30,1
sub-11,33,after,optimised,30,1
sub-11,34,after,individual,30,1
sub-11,35,after,optimised,150,1
sub-11,36,after,optimised,30,1
sub-11,37,after,individual,150,1
sub-11,38,after,individual,30,1
sub-11,39,after,optimised,150,1
sub-11,40,after,individual,30,1
sub-11,41,after,individual,30,0
sub-11,42,after,individual,150,1
sub-11,43,after,optimised,30,1
sub-11,44,after,optimised,30,1
sub-11,45,after,individual,30,1
sub-11,46,after,individual,30,1
sub-11,47,after,individual,150,1
sub-11,48,after,optimised,30,0
sub-11,49,after,optimised,30,1
sub-11,50,after,optimised,30,1
sub-11,51,after,optimised,150,1
sub-11,52,after,optimised,150,1
sub-11,53,after,optimised,150,1
sub-11,54,after,individual,150,1
sub-11,55,after,optimised,150,1
sub-11,56,after,individual,150,1
sub-11,57,after,individual,30,0
sub-11,58,after,individual,30,1
sub-11,59,after,individual,150,0
sub-11,60,after,optimised,30,1
sub-11,61,after,optimised,150,1
sub-11,62,after,optimised,30,1
sub-11,63,after,individual,150,1
sub-11,64,after,individual,150,1
sub-11,65,after,individual,30,1
sub-11,66,after,optimised,30,1
sub-11,67,after,optimised,150,1
sub-11,68,after,optimised,30,1
sub-11,69,after,optimised,150,1
sub-11,70,after,individual,150,1
sub-11,71,after,individual,30,0
sub-11,72,after,optimised,150,1
sub-11,73,after,optimised,150,1
sub-11,74,after,individual,150,1
sub-11,75,after,individual,150,1
sub-11,76,after,optimised,30,1
sub-11,77,after,individual,150,1
sub-11,78,after,individual,150,1
sub-11,79,after,optimised,30,1
sub-11,80,after,optimised,150,1
