participant,pair,band_fc_hz,better_ear_snr_gain_db
sub-09,T30 M150,30.0,4.759904202918124
sub-09,T30 M150,63.0,5.173599639991169
sub-09,T30 M150,99.0,5.1854008744361835
sub-09,T30 M150,139.0,2.2742283663814167
sub-09,T30 M150,183.0,2.802342465877424
sub-09,T30 M150,231.0,2.4941181149464757
sub-09,T30 M150,284.0,2.7651161212358195
sub-09,T30 M150,342.0,3.274213055418039
sub-09,T30 M150,407.0,2.938472957931878
sub-09,T30 M150,478.0,2.6769397732867755
sub-09,T30 M150,556.0,2.7467645716409304
sub-09,T30 M150,643.0,3.1324186828756604
sub-09,T30 M150,739.0,5.074334679960349
sub-09,T30 M150,845.0,6.3439058715140355
sub-09,T30 M150,963.0,6.0924596434629095
sub-09,T30 M150,1094.0,9.901694855745577
sub-09,T30 M150,1240.0,11.10553550877907
sub-09,T30 M150,1403.0,9.432698977868114
sub-09,T30 M150,1585.0,7.411254458933552
sub-09,T30 M150,1788.0,1.3486175617975178
sub-09,T30 M150,2017.0,0.8082329907743242
sub-09,T30 M150,2274.0,7.017479521599282
sub-09,T30 M150,2565.0,11.81774951041984
sub-09,T30 M150,2894.0,9.142979475206475
sub-09,T30 M150,3270.0,5.267970094010266
sub-09,T30 M150,3699.0,3.2871630986707263
sub-09,T30 M150,4192.0,9.638878611940486
sub-09,T30 M150,4763.0,13.334657728633127
sub-09,T30 M150,5428.0,-0.2700210974347286
sub-09,T30 M150,6210.0,-3.69128881136983
sub-09,T30 M150,7138.0,9.877241713956847
sub-09,T30 M150,8252.0,0.758021574709145
sub-09,T30 M150,9607.0,-12.181525881519343
sub-09,T30 M150,11287.0,-7.615368476068099
sub-09,T30 M150,13411.0,-11.75329080892178
sub-09,T30 M150,16171.0,-10.681885564509829
sub-09,T30 M150,19885.0,-0.3627338899876022
sub-09,T150 M30,30.0,-1.789737818019459
sub-09,T150 M30,63.0,-2.0866916367455963
sub-09,T150 M30,99.0,-2.059051491049769
sub-09,T150 M30,139.0,-2.0164483990680773
sub-09,T150 M30,183.0,-2.3581612688877085
sub-09,T150 M30,231.0,-1.105391046779536
sub-09,T150 M30,284.0,-0.1519646599173035
sub-09,T150 M30,342.0,1.2349589207939662
sub-09,T150 M30,407.0,2.0259500972992357
sub-09,T150 M30,478.0,4.747828989934547
sub-09,T150 M30,556.0,6.076801590467831
sub-09,T150 M30,643.0,5.494919955176255
sub-09,T150 M30,739.0,5.436226240858054
sub-09,T150 M30,845.0,6.996759156609434
sub-09,T150 M30,963.0,7.556514640703373
sub-09,T150 M30,1094.0,7.316153323124855
sub-09,T150 M30,1240.0,8.456003864278877
sub-09,T150 M30,1403.0,11.746763721370888
sub-09,T150 M30,1585.0,10.84934577956539
sub-09,T150 M30,1788.0,1.563366079559371
sub-09,T150 M30,2017.0,0.9075065242081416
sub-09,T150 M30,2274.0,7.065379411366125
sub-09,T150 M30,2565.0,7.664038318578928
sub-09,T150 M30,2894.0,5.788976712664301
sub-09,T150 M30,3270.0,-0.1952542152212861
sub-09,T150 M30,3699.0,2.388729478984976
sub-09,T150 M30,4192.0,7.268500159417725
sub-09,T150 M30,4763.0,8.019543495073435
sub-09,T150 M30,5428.0,3.552481894869286
sub-09,T150 M30,6210.0,1.375383994456516
sub-09,T150 M30,7138.0,8.2264496457794
sub-09,T150 M30,8252.0,5.681375954691775
sub-09,T150 M30,9607.0,-0.2295648137236452
sub-09,T150 M30,11287.0,11.750915630947528
sub-09,T150 M30,13411.0,11.24514145227605
sub-09,T150 M30,16171.0,11.066632769942576
sub-09,T150 M30,19885.0,27.908935682280223
