participant,pair,band_fc_hz,better_ear_snr_gain_db
sub-05,T30 M150,30.0,4.397379312290264
sub-05,T30 M150,63.0,4.8634822022977335
sub-05,T30 M150,99.0,4.914475872479577
sub-05,T30 M150,139.0,2.0301652949095192
sub-05,T30 M150,183.0,2.591937281420398
sub-05,T30 M150,231.0,2.219500568878546
sub-05,T30 M150,284.0,2.1533370017335782
sub-05,T30 M150,342.0,2.866384006859111
sub-05,T30 M150,407.0,3.8672310458952
sub-05,T30 M150,478.0,3.9782819443321022
sub-05,T30 M150,556.0,4.301235510089395
sub-05,T30 M150,643.0,3.8031343019328223
sub-05,T30 M150,739.0,4.887624325435
sub-05,T30 M150,845.0,9.18769396327917
sub-05,T30 M150,963.0,9.221877335095094
sub-05,T30 M150,1094.0,9.386668652406575
sub-05,T30 M150,1240.0,9.077162684729371
sub-05,T30 M150,1403.0,12.888498907628868
sub-05,T30 M150,1585.0,10.744637929649684
sub-05,T30 M150,1788.0,4.081215609907496
sub-05,T30 M150,2017.0,4.119072279287406
sub-05,T30 M150,2274.0,8.482564915152253
sub-05,T30 M150,2565.0,13.88900395308988
sub-05,T30 M150,2894.0,9.155024502084302
sub-05,T30 M150,3270.0,3.6106849967646033
sub-05,T30 M150,3699.0,4.648314891206628
sub-05,T30 M150,4192.0,9.680068773683823
sub-05,T30 M150,4763.0,15.822648015652284
sub-05,T30 M150,5428.0,6.894695864037285
sub-05,T30 M150,6210.0,-7.160617680303684
sub-05,T30 M150,7138.0,14.02429169454198
sub-05,T30 M150,8252.0,0.2321635948588181
sub-05,T30 M150,9607.0,-13.98818220103829
sub-05,T30 M150,11287.0,3.4941978229963127
sub-05,T30 M150,13411.0,-9.086627257904452
sub-05,T30 M150,16171.0,-6.917957414259982
sub-05,T30 M150,19885.0,7.285765632334624
sub-05,T150 M30,30.0,-2.404113792406742
sub-05,T150 M30,63.0,-2.614022003053712
sub-05,T150 M30,99.0,-2.444937910549097
sub-05,T150 M30,139.0,-2.1965028916523757
sub-05,T150 M30,183.0,-2.2252094179733772
sub-05,T150 M30,231.0,-0.7646088834032432
sub-05,T150 M30,284.0,-0.0606577250055896
sub-05,T150 M30,342.0,0.9033175518956118
sub-05,T150 M30,407.0,1.435626916059383
sub-05,T150 M30,478.0,3.083519747395776
sub-05,T150 M30,556.0,5.058425733951326
sub-05,T150 M30,643.0,5.952171417490729
sub-05,T150 M30,739.0,5.892734725348349
sub-05,T150 M30,845.0,7.026942140343738
sub-05,T150 M30,963.0,5.274123260799626
sub-05,T150 M30,1094.0,1.497747136984417
sub-05,T150 M30,1240.0,5.460480818819842
sub-05,T150 M30,1403.0,10.959319783681453
sub-05,T150 M30,1585.0,8.257070960105843
sub-05,T150 M30,1788.0,2.621423115270949
sub-05,T150 M30,2017.0,-0.1003994640916067
sub-05,T150 M30,2274.0,4.6713082464237665
sub-05,T150 M30,2565.0,6.323101373580608
sub-05,T150 M30,2894.0,-3.2170795070144105
sub-05,T150 M30,3270.0,-2.795822600624313
sub-05,T150 M30,3699.0,2.9106483582482756
sub-05,T150 M30,4192.0,3.920914709299207
sub-05,T150 M30,4763.0,0.5567890721286886
sub-05,T150 M30,5428.0,-0.6089006208920735
sub-05,T150 M30,6210.0,-7.71100541822542
sub-05,T150 M30,7138.0,2.751223317276276
sub-05,T150 M30,8252.0,9.944211327519078
sub-05,T150 M30,9607.0,12.530650435423391
sub-05,T150 M30,11287.0,-4.162423860382328
sub-05,T150 M30,13411.0,12.625861426361553
sub-05,T150 M30,16171.0,8.21555299878025
sub-05,T150 M30,19885.0,11.08437385890176
