participant,trial,session,hrtf,target_azimuth_deg,masker_azimuth_deg,correct,predicted_srm_db
sub-06,1,before,individual,30,30,0,-4.35626636819082
sub-06,2,before,optimised,30,30,1,-4.55908930311373
sub-06,3,before,optimised,150,30,1,0.338055441718311
sub-06,4,before,individual,30,150,1,-7.10535836145046
sub-06,5,before,optimised,30,30,1,-2.06256722717358
sub-06,6,before,individual,30,30,1,-2.26892696785832
sub-06,7,before,optimised,30,150,1,0.0781984698616337
sub-06,8,before,individual,150,30,0,-1.50961177635398
sub-06,9,before,individual,150,30,0,-1.85910166903731
sub-06,10,before,individual,150,30,0,-1.73173923530546
sub-06,11,before,individual,30,30,0,-4.28242217365454
sub-06,12,before,optimised,30,150,1,0.458129590219925
sub-06,13,before,individual,150,30,0,-5.77743176969021
sub-06,14,before,optimised,30,150,1,0.57304611517634
sub-06,15,before,optimised,30,150,1,0.563280101535338
sub-06,16,before,individual,30,150,0,-6.1295035021283
sub-06,17,before,optimised,150,30,0,-0.0794575727495582
sub-06,18,before,individual,150,30,1,-0.977597665663996
sub-06,19,before,individual,30,150,0,-6.74532933370881
sub-06,20,before,optimised,30,150,0,-3.44763004151015
sub-06,21,before,individual,30,150,1,-6.58195611441959
sub-06,22,before,optimised,30,30,1,-4.3304654512596
sub-06,23,before,individual,30,30,0,-6.99651021169419
sub-06,24,before,optimised,150,30,1,0.105568603235484
sub-06,25,before,optimised,150,30,0,-4.1669289034994
sub-06,26,before,individual,30,30,0,-3.74220841659951
sub-06,27,before,individual,30,30,1,-4.86885196521975
sub-06,28,before,optimised,30,30,1,-6.81483338055886
sub-06,29,before,optimised,150,30,1,0.356607954197823
sub-06,30,before,individual,150,30,0,-0.772774422066001
sub-06,31,before,individual,30,150,0,-10.5584644833605
sub-06,32,before,individual,150,30,1,-1.81553064348256
sub-06,33,before,individual,30,30,1,-7.13383197989833
sub-06,34,before,individual,30,30,0,-6.6729950429433
sub-06,35,before,optimised,30,30,0,-4.05640633689275
sub-06,36,before,optimised,150,30,1,0.475334267518655
sub-06,37,before,individual,30,150,0,-6.34854224419006
sub-06,38,before,individual,30,30,0,-9.15095845616325
sub-06,39,before,individual,150,30,0,-3.9271086120794
sub-06,40,before,optimised,30,30,1,-4.71169180431342
sub-06,41,before,optimised,30,150,1,1.07570708183169
sub-06,42,before,optimised,150,30,1,-0.58591898524301
sub-06,43,before,individual,150,30,0,-1.17177442268112
sub-06,44,before,individual,30,150,0,-6.41475463209235
sub-06,45,before,individual,30,150,0,-10.3729007909889
sub-06,46,before,optimised,30,30,1,-7.11491660570273
sub-06,47,before,optimised,150,30,1,-2.28133687236579
sub-06,48,before,individual,150,30,1,0.832954862154825
sub-06,49,before,optimised,30,30,1,-6.41907420216361
sub-06,50,before,optimised,30,30,1,-8.97794034209891
sub-06,51,before,individual,150,30,0,-2.26688967959843
sub-06,52,before,individual,150,30,1,-4.27044530940794
sub-06,53,before,individual,30,30,1,-5.01638255273282
sub-06,54,before,optimised,150,30,1,0.363245519158673
sub-06,55,before,optimised,150,30,1,2.56961382457124
sub-06,56,before,individual,30,150,0,-6.88635454785256
sub-06,57,before,individual,30,150,0,-10.8297804397907
sub-06,58,before,optimised,30,30,1,-5.13493208306891
sub-06,59,before,individual,30,30,0,-9.22869840688119
sub-06,60,before,optimised,150,30,0,-0.410751291981277
sub-06,61,before,individual,30,150,0,-8.96911007955796
sub-06,62,before,optimised,150,30,1,-2.35962064632421
sub-06,63,before,optimised,150,30,1,-2.50143332569208
sub-06,64,before,individual,30,30,0,-4.68338715446762
sub-06,65,before,individual,150,30,0,-4.30975762916785
sub-06,66,before,optimised,150,30,1,-4.16099787007056
sub-06,67,before,optimised,30,150,0,0.608906525650196
sub-06,68,before,individual,30,150,0,-8.64473996855694
sub-06,69,before,optimised,30,30,1,-9.10434731294655
sub-06,70,before,individual,30,150,0,-5.48087178618769
sub-06,71,before,individual,30,150,1,-3.99124445978457
sub-06,72,before,optimised,150,30,1,-1.72912563431105
sub-06,73,before,individual,30,150,1,-8.5916816945771
sub-06,74,before,optimised,30,30,0,-4.46006136679459
sub-06,75,before,optimised,30,150,0,-3.5878502470384
sub-06,76,before,individual,30,30,0,-7.26221668022827
sub-06,77,before,optimised,30,30,0,-7.35964022970308
sub-06,78,before,optimised,30,150,0,0.117995804294637
sub-06,79,before,individual,150,30,1,-6.09593364268455
sub-06,80,before,optimised,30,150,1,-3.68496767275192
sub-06,81,before,individual,30,30,0,-4.71360372109366
sub-06,82,before,individual,30,30,0,-5.21961050483285
sub-06,83,before,optimised,30,30,0,-4.84146837440312
sub-06,84,before,optimised,150,30,1,-2.07248630171787
sub-06,85,before,optimised,30,150,0,-1.91092075254893
sub-06,86,before,optimised,30,150,1,-1.58497550806924
sub-06,87,before,individual,30,30,1,-5.22019975529839
sub-06,88,before,optimised,150,30,1,-0.387334261771821
sub-06,89,before,individual,30,150,0,-8.56126039386116
sub-06,90,before,optimised,30,30,0,-5.21144063031223
sub-06,91,before,individual,150,30,1,-3.53128565561638
sub-06,92,before,individual,30,150,1,-8.30530504820298
sub-06,93,before,optimised,30,150,0,1.1297484156934
sub-06,94,before,optimised,150,30,1,-4.23659157227611
sub-06,95,before,optimised,30,150,1,2.98850822738931
sub-06,96,before,individual,150,30,1,-3.72772929644994
sub-06,97,before,optimised,30,150,1,-2.12731008408866
sub-06,98,before,individual,30,150,1,-10.8835809776481
sub-06,99,before,optimised,150,30,0,-0.604645700030224
sub-06,100,before,optimised,30,30,1,-5.15040352156466
sub-06,101,before,individual,150,30,1,-2.03004596284169
sub-06,102,before,individual,30,150,0,-6.38404884020461
sub-06,103,before,optimised,30,150,1,-1.58314367507494
sub-06,104,before,individual,150,30,0,-5.65695169653372
sub-06,105,before,optimised,30,150,1,-1.24394743476767
sub-06,106,before,individual,30,30,1,-6.84043522006975
sub-06,107,before,optimised,30,150,1,-3.74577429156531
sub-06,108,before,individual,150,30,0,-2.26493362400426
sub-06,109,before,optimised,30,30,0,-6.73921113065487
sub-06,110,before,optimised,30,30,0,-8.81567943770284
sub-06,111,before,individual,30,30,0,-8.70474141898778
sub-06,112,before,optimised,30,150,1,0.864081587871682
sub-06,113,before,optimised,30,150,0,0.083091464060339
sub-06,114,before,individual,150,30,0,-5.95496270834979
sub-06,115,before,individual,30,150,0,-7.12562502913187
sub-06,116,before,individual,30,30,0,-5.41266871379043
sub-06,117,before,optimised,30,30,0,-5.43024583980313
sub-06,118,before,optimised,150,30,0,-4.41047476339127
sub-06,119,before,individual,30,30,0,-8.73457639840684
sub-06,120,before,optimised,30,30,0,-8.87208113765024
sub-06,1,after,individual,30,30,0,-4.35626636819082
sub-06,2,after,optimised,30,30,0,-4.55908930311373
sub-06,3,after,optimised,150,30,1,0.338055441718311
sub-06,4,after,individual,30,150,1,-7.10535836145046
sub-06,5,after,optimised,30,30,1,-2.06256722717358
sub-06,6,after,individual,30,30,1,-2.26892696785832
sub-06,7,after,optimised,30,150,1,0.0781984698616337
sub-06,8,after,individual,150,30,1,-1.50961177635398
sub-06,9,after,individual,150,30,0,-1.85910166903731
sub-06,10,after,individual,150,30,1,-1.73173923530546
sub-06,11,after,individual,30,30,1,-4.28242217365454
sub-06,12,after,optimised,30,150,1,0.458129590219925
sub-06,13,after,individual,150,30,0,-5.77743176969021
sub-06,14,after,optimised,30,150,1,0.57304611517634
sub-06,15,after,optimised,30,150,1,0.563280101535338
sub-06,16,after,individual,30,150,0,-6.1295035021283
sub-06,17,after,optimised,150,30,0,-0.0794575727495582
sub-06,18,after,individual,150,30,1,-0.977597665663996
sub-06,19,after,individual,30,150,1,-6.74532933370881
sub-06,20,after,optimised,30,150,0,-3.44763004151015
sub-06,21,after,individual,30,150,1,-6.58195611441959
sub-06,22,after,optimised,30,30,1,-4.3304654512596
sub-06,23,after,individual,30,30,0,-6.99651021169419
sub-06,24,after,optimised,150,30,1,0.105568603235484
sub-06,25,after,optimised,150,30,0,-4.1669289034994
sub-06,26,after,individual,30,30,0,-3.74220841659951
sub-06,27,after,individual,30,30,1,-4.86885196521975
sub-06,28,after,optimised,30,30,0,-6.81483338055886
sub-06,29,after,optimised,150,30,1,0.356607954197823
sub-06,30,after,individual,150,30,1,-0.772774422066001
sub-06,31,after,individual,30,150,0,-10.5584644833605
sub-06,32,after,individual,150,30,1,-1.81553064348256
sub-06,33,after,individual,30,30,0,-7.13383197989833
sub-06,34,after,individual,30,30,0,-6.6729950429433
sub-06,35,after,optimised,30,30,0,-4.05640633689275
sub-06,36,after,optimised,150,30,1,0.475334267518655
sub-06,37,after,individual,30,150,1,-6.34854224419006
sub-06,38,after,individual,30,30,1,-9.15095845616325
sub-06,39,after,individual,150,30,0,-3.9271086120794
sub-06,40,after,optimised,30,30,1,-4.71169180431342
sub-06,41,after,optimised,30,150,1,1.07570708183169
sub-06,42,after,optimised,150,30,1,-0.58591898524301
sub-06,43,after,individual,150,30,1,-1.17177442268112
sub-06,44,after,individual,30,150,0,-6.41475463209235
sub-06,45,after,individual,30,150,0,-10.3729007909889
sub-06,46,after,optimised,30,30,1,-7.11491660570273
sub-06,47,after,optimised,150,30,1,-2.28133687236579
sub-06,48,after,individual,150,30,1,0.832954862154825
sub-06,49,after,optimised,30,30,1,-6.41907420216361
sub-06,50,after,optimised,30,30,0,-8.97794034209891
sub-06,51,after,individual,150,30,0,-2.26688967959843
sub-06,52,after,individual,150,30,1,-4.27044530940794
sub-06,53,after,individual,30,30,1,-5.01638255273282
sub-06,54,after,optimised,150,30,1,0.363245519158673
sub-06,55,after,optimised,150,30,1,2.56961382457124
sub-06,56,after,individual,30,150,0,-6.88635454785256
sub-06,57,after,individual,30,150,0,-10.8297804397907
sub-06,58,after,optimised,30,30,1,-5.13493208306891
sub-06,59,after,individual,30,30,0,-9.22869840688119
sub-06,60,after,optimised,150,30,0,-0.410751291981277
sub-06,61,after,individual,30,150,0,-8.96911007955796
sub-06,62,after,optimised,150,30,1,-2.35962064632421
sub-06,63,after,optimised,150,30,1,-2.50143332569208
sub-06,64,after,individual,30,30,0,-4.68338715446762
sub-06,65,after,individual,150,30,0,-4.30975762916785
sub-06,66,after,optimised,150,30,1,-4.16099787007056
sub-06,67,after,optimised,30,150,0,0.608906525650196
sub-06,68,after,individual,30,150,0,-8.64473996855694
sub-06,69,after,optimised,30,30,1,-9.10434731294655
sub-06,70,after,individual,30,150,0,-5.48087178618769
sub-06,71,after,individual,30,150,1,-3.99124445978457
sub-06,72,after,optimised,150,30,1,-1.72912563431105
sub-06,73,after,individual,30,150,1,-8.5916816945771
sub-06,74,after,optimised,30,30,0,-4.46006136679459
sub-06,75,after,optimised,30,150,0,-3.5878502470384
sub-06,76,after,individual,30,30,0,-7.26221668022827
sub-06,77,after,optimised,30,30,0,-7.35964022970308
sub-06,78,after,optimised,30,150,0,0.117995804294637
sub-06,79,after,individual,150,30,1,-6.09593364268455
sub-06,80,after,optimised,30,150,1,-3.68496767275192
sub-06,81,after,individual,30,30,0,-4.71360372109366
sub-06,82,after,individual,30,30,0,-5.21961050483285
sub-06,83,after,optimised,30,30,0,-4.84146837440312
sub-06,84,after,optimised,150,30,1,-2.07248630171787
sub-06,85,after,optimised,30,150,0,-1.91092075254893
sub-06,86,after,optimised,30,150,0,-1.58497550806924
sub-06,87,after,individual,30,30,1,-5.22019975529839
sub-06,88,after,optimised,150,30,1,-0.387334261771821
sub-06,89,after,individual,30,150,1,-8.56126039386116
sub-06,90,after,optimised,30,30,0,-5.21144063031223
sub-06,91,after,individual,150,30,0,-3.53128565561638
sub-06,92,after,individual,30,150,1,-8.30530504820298
sub-06,93,after,optimised,30,150,1,1.1297484156934
sub-06,94,after,optimised,150,30,0,-4.23659157227611
sub-06,95,after,optimised,30,150,1,2.98850822738931
sub-06,96,after,individual,150,30,1,-3.72772929644994
sub-06,97,after,optimised,30,150,1,-2.12731008408866
sub-06,98,after,individual,30,150,1,-10.8835809776481
sub-06,99,after,optimised,150,30,0,-0.604645700030224
sub-06,100,after,optimised,30,30,1,-5.15040352156466
sub-06,101,after,individual,150,30,1,-2.03004596284169
sub-06,102,after,individual,30,150,1,-6.38404884020461
