participant,trial,session,hrtf,location_deg,correct
sub-06,1,before,individual,150,1
sub-06,2,before,individual,30,0
sub-06,3,before,individual,30,1
sub-06,4,before,optimised,150,1
sub-06,5,before,individual,150,1
sub-06,6,before,individual,30,1
sub-06,7,before,optimised,150,1
sub-06,8,before,optimised,30,1
sub-06,9,before,optimised,30,1
sub-06,10,before,individual,30,1
sub-06,11,before,individual,30,1
sub-06,12,before,individual,150,1
sub-06,13,before,individual,30,0
sub-06,14,before,optimised,150,1
sub-06,15,before,individual,30,1
sub-06,16,before,optimised,150,1
sub-06,17,before,optimised,150,0
sub-06,18,before,individual,30,1
sub-06,19,before,individual,150,1
sub-06,20,before,optimised,30,1
sub-06,21,before,individual,150,1
sub-06,22,before,optimised,150,1
sub-06,23,before,optimised,30,1
sub-06,24,before,individual,150,1
sub-06,25,before,optimised,30,0
sub-06,26,before,optimised,150,1
sub-06,27,before,individual,30,1
sub-06,28,before,individual,150,1
sub-06,29,before,optimised,30,1
sub-06,30,before,individual,30,0
sub-06,31,before,optimised,150,1
sub-06,32,before,optimised,30,1
sub-06,33,before,optimised,30,1
sub-06,34,before,individual,30,1
sub-06,35,before,optimised,150,1
sub-06,36,before,optimised,30,1
sub-06,37,before,individual,150,0
sub-06,38,before,individual,30,1
sub-06,39,before,optimised,150,1
sub-06,40,before,individual,30,1
sub-06,41,before,individual,30,1
sub-06,42,before,individual,150,0
sub-06,43,before,optimised,30,0
sub-06,44,before,optimised,30,1
sub-06,45,before,individual,30,1
sub-06,46,before,individual,30,1
sub-06,47,before,individual,150,0
sub-06,48,before,optimised,30,1
sub-06,49,before,optimised,30,1
sub-06,50,before,optimised,30,1
sub-06,51,before,optimised,150,1
sub-06,52,before,optimised,150,1
sub-06,53,before,optimised,150,1
sub-06,54,before,individual,150,0
sub-06,55,before,optimised,150,1
sub-06,56,before,individual,150,1
sub-06,57,before,individual,30,1
sub-06,58,before,individual,30,1
sub-06,59,before,individual,150,1
sub-06,60,before,optimised,30,1
sub-06,61,before,optimised,150,1
sub-06,62,before,optimised,30,1
sub-06,63,before,individual,150,0
sub-06,64,before,individual,150,0
sub-06,65,before,individual,30,1
sub-06,66,before,optimised,30,1
sub-06,67,before,optimised,150,1
sub-06,68,before,optimised,30,0
sub-06,69,before,optimised,150,1
sub-06,70,before,individual,150,0
sub-06,71,before,individual,30,1
sub-06,72,before,optimised,150,1
sub-06,73,before,optimised,150,1
sub-06,74,before,individual,150,0
sub-06,75,before,individual,150,0
sub-06,76,before,optimised,30,1
sub-06,77,before,individual,150,0
sub-06,78,before,individual,150,0
sub-06,79,before,optimised,30,1
sub-06,80,before,optimised,150,1
sub-06,1,after,individual,150,0
sub-06,2,after,individual,30,1
sub-06,3,after,individual,30,1
sub-06,4,after,optimised,150,1
sub-06,5,after,individual,150,0
sub-06,6,after,individual,30,1
sub-06,7,after,optimised,150,1
sub-06,8,after,optimised,30,1
sub-06,9,after,optimised,30,1
sub-06,10,after,individual,30,1
sub-06,11,after,individual,30,1
sub-06,12,after,individual,150,1
sub-06,13,after,individual,30,1
sub-06,14,after,optimised,150,1
sub-06,15,after,individual,30,1
sub-06,16,after,optimised,150,1
sub-06,17,after,optimised,150,1
sub-06,18,after,individual,30,1
sub-06,19,after,individual,150,0
sub-06,20,after,optimised,30,1
sub-06,21,after,individual,150,0
sub-06,22,after,optimised,150,1
sub-06,23,after,optimised,30,1
sub-06,24,after,individual,150,1
sub-06,25,after,optimised,30,1
sub-06,26,after,optimised,150,1
sub-06,27,after,individual,30,1
sub-06,28,after,individual,150,1
sub-06,29,after,optimised,30,1
sub-06,30,after,individual,30,1
sub-06,31,after,optimised,150,1
sub-06,32,after,optimised,30,0
sub-06,33,after,optimised,30,1
sub-06,34,after,individual,30,0
sub-06,35,after,optimised,150,1
sub-06,36,after,optimised,30,1
sub-06,37,after,individual,150,0
sub-06,38,after,individual,30,1
sub-06,39,after,optimised,150,1
sub-06,40,after,individual,30,1
sub-06,41,after,individual,30,1
sub-06,42,after,individual,150,1
sub-06,43,after,optimised,30,1
sub-06,44,after,optimised,30,1
sub-06,45,after,individual,30,0
sub-06,46,after,individual,30,1
sub-06,47,after,individual,150,1
sub-06,48,after,optimised,30,0
sub-06,49,after,optimised,30,1
sub-06,50,after,optimised,30,1
sub-06,51,after,optimised,150,1
sub-06,52,after,optimised,150,1
sub-06,53,after,optimised,150,1
sub-06,54,after,individual,150,1
sub-06,55,after,optimised,150,1
sub-06,56,after,individual,150,0
sub-06,57,after,individual,30,1
sub-06,58,after,individual,30,1
sub-06,59,after,individual,150,1
sub-06,60,after,optimised,30,1
sub-06,61,after,optimised,150,1
sub-06,62,after,optimised,30,1
sub-06,63,after,individual,150,0
sub-06,64,after,individual,150,1
sub-06,65,after,individual,30,0
sub-06,66,after,optimised,30,0
sub-06,67,after,optimised,150,1
sub-06,68,after,optimised,30,1
sub-06,69,after,optimised,150,1
sub-06,70,after,individual,150,0
sub-06,71,after,individual,30,1
sub-06,72,after,optimised,150,1
sub-06,73,after,optimised,150,1
sub-06,74,after,individual,150,0
sub-06,75,after,individual,150,0
sub-06,76,after,optimised,30,1
sub-06,77,after,individual,150,0
sub-06,78,after,individual,150,0
sub-06,79,after,optimised,30,1
sub-06,80,after,optimised,150,1
